Estudiante_ID,Edad,Horas_de_estudio,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias,Genero,Comuna
1796,20,20,77,41,81,femenino,Arauco
1797,25,14,56,21,3,femenino,Penco
1798,24,38,85,53,88,femenino,San Pedro
1799,20,5,75,5,55,femenino,Coronel
1800,23,28,45,4,61,prefiero no decirlo,Hualpén
1801,22,5,42,33,40,femenino,Concepción
1802,21,21,10,34,36,femenino,San Pedro
1803,23,29,71,25,44,masculino,Penco
1804,23,23,66,90,51,masculino,Penco
1805,18,34,94,50,55,prefiero no decirlo,Coronel
1806,18,10,32,23,25,femenino,Hualpén
1807,23,7,53,71,89,femenino,Penco
1808,21,36,73,91,96,femenino,Coronel
1809,19,11,35,73,37,masculino,Tomé
1810,21,5,97,19,99,femenino,Concepción
1811,24,5,39,88,62,femenino,Lota
1812,21,7,11,73,48,prefiero no decirlo,Penco
1813,25,15,18,85,31,femenino,San Pedro
1814,18,25,43,82,13,masculino,Coronel
1815,21,21,21,56,95,femenino,San Pedro
1816,18,10,15,36,76,masculino,Concepción
1817,20,5,59,8,54,prefiero no decirlo,Concepción
1818,23,10,36,52,30,prefiero no decirlo,San Pedro
1819,19,26,49,87,58,femenino,Lota
1820,24,26,43,46,58,femenino,San Pedro
1821,21,5,100,82,53,prefiero no decirlo,Coronel
1822,24,33,43,50,17,prefiero no decirlo,Arauco
1823,20,21,98,37,63,prefiero no decirlo,Hualpén
1824,18,19,41,44,33,prefiero no decirlo,Coronel
1825,21,7,82,74,71,prefiero no decirlo,Coronel
1826,18,16,84,30,15,prefiero no decirlo,Coronel
1827,25,12,61,72,52,femenino,Concepción
1828,24,18,91,16,47,femenino,Penco
1829,19,23,48,64,3,masculino,Concepción
1830,18,23,20,96,54,masculino,Hualpén
1831,19,35,84,24,99,prefiero no decirlo,Lota
1832,20,36,34,93,87,masculino,Arauco
1833,25,30,72,66,92,prefiero no decirlo,Hualpén
1834,23,23,13,13,92,masculino,Tomé
1835,23,18,53,98,33,masculino,Concepción
1836,21,17,57,52,99,masculino,Arauco
1837,20,22,86,51,48,prefiero no decirlo,Arauco
1838,18,13,11,42,51,prefiero no decirlo,Hualpén
1839,23,38,45,13,81,prefiero no decirlo,Arauco
1840,20,34,98,24,46,masculino,Hualpén
1841,21,22,83,80,63,masculino,Lota
1842,21,39,87,54,22,prefiero no decirlo,Arauco
1843,22,23,39,6,48,prefiero no decirlo,Lota
1844,25,37,1,81,72,masculino,Lota
1845,22,32,9,21,43,masculino,Coronel
1846,20,37,51,3,90,femenino,Penco
1847,21,33,30,45,61,masculino,Tomé
1848,18,13,71,68,81,prefiero no decirlo,Coronel
1849,21,17,73,86,38,prefiero no decirlo,Hualpén
1850,22,39,96,73,82,masculino,Tomé
1851,19,16,7,29,42,femenino,Coronel
1852,23,21,26,64,14,femenino,Coronel
1853,18,36,25,78,37,femenino,Lota
1854,24,14,20,69,72,prefiero no decirlo,Arauco
1855,20,33,82,53,40,prefiero no decirlo,Tomé
1856,20,16,25,5,40,masculino,Lota
1857,22,15,56,33,33,masculino,San Pedro
1858,24,19,83,38,75,prefiero no decirlo,Lota
1859,18,12,5,61,88,femenino,Hualpén
1860,23,35,76,46,65,prefiero no decirlo,Coronel
1861,25,13,13,68,75,masculino,Penco
1862,23,33,81,23,32,prefiero no decirlo,Tomé
1863,23,33,17,87,15,prefiero no decirlo,Penco
1864,21,14,11,88,75,prefiero no decirlo,Hualpén
1865,19,36,36,68,3,femenino,Penco
1866,23,30,67,83,74,masculino,Penco
1867,18,27,43,35,77,prefiero no decirlo,Tomé
1868,21,15,68,81,10,masculino,Arauco
1869,25,33,63,56,94,masculino,Penco
1870,23,7,61,32,62,masculino,Tomé
1871,19,36,26,65,71,masculino,San Pedro
1872,25,22,72,53,33,masculino,Coronel
1873,20,37,72,65,62,femenino,Lota
1874,19,34,88,67,13,masculino,Arauco
1875,24,7,58,72,93,masculino,Coronel
1876,23,17,86,60,22,femenino,Tomé
1877,20,14,89,10,81,prefiero no decirlo,Arauco
1878,20,29,4,54,74,masculino,Arauco
1879,23,20,73,82,47,femenino,Penco
1880,21,19,90,81,23,femenino,San Pedro
1881,18,13,70,35,97,prefiero no decirlo,San Pedro
1882,21,30,39,55,66,masculino,Lota
1883,19,29,11,36,69,femenino,Tomé
1884,22,18,71,69,37,femenino,San Pedro
1885,24,19,25,54,68,prefiero no decirlo,Lota
1886,20,24,38,29,15,prefiero no decirlo,Tomé
1887,24,7,52,32,22,femenino,Lota
1888,23,10,23,5,47,prefiero no decirlo,San Pedro
1889,25,7,23,52,39,femenino,San Pedro
1890,18,10,25,38,56,femenino,Tomé
1891,21,20,76,6,30,prefiero no decirlo,Penco
1892,22,23,8,54,64,femenino,Penco
1893,25,34,97,34,48,femenino,Concepción
1894,21,39,75,12,69,masculino,Hualpén
1895,20,21,49,75,5,masculino,Hualpén
1896,19,8,100,52,3,masculino,Lota
1897,19,28,97,30,59,prefiero no decirlo,Penco
1898,19,28,100,9,7,femenino,Hualpén
1899,19,26,34,53,42,prefiero no decirlo,San Pedro
1900,18,8,1,2,56,prefiero no decirlo,San Pedro
1901,25,28,27,25,9,masculino,Concepción
1902,25,34,10,35,64,femenino,Penco
1903,22,15,96,91,88,masculino,Coronel
1904,22,7,96,23,48,femenino,Hualpén
1905,18,20,23,20,22,prefiero no decirlo,Coronel
1906,24,37,27,99,58,femenino,Arauco
1907,22,14,51,7,83,prefiero no decirlo,Hualpén
1908,20,30,32,95,84,femenino,Penco
1909,22,30,14,22,91,femenino,Arauco
1910,19,35,65,89,25,masculino,Hualpén
1911,24,27,14,58,41,prefiero no decirlo,Coronel
1912,22,5,78,51,83,masculino,Tomé
1913,22,16,64,83,11,prefiero no decirlo,Hualpén
1914,19,34,7,100,35,masculino,Coronel
1915,20,32,41,60,77,femenino,Concepción
1916,18,28,31,46,21,prefiero no decirlo,Concepción
1917,24,21,67,30,87,prefiero no decirlo,Hualpén
1918,19,11,86,96,60,prefiero no decirlo,Penco
1919,19,20,5,93,6,femenino,San Pedro
1920,24,10,71,58,94,prefiero no decirlo,Arauco
1921,23,13,27,73,60,prefiero no decirlo,Arauco
1922,23,23,47,36,75,femenino,Tomé
1923,19,33,13,88,34,prefiero no decirlo,Concepción
1924,23,31,85,53,52,masculino,Concepción
1925,21,6,65,72,95,prefiero no decirlo,Arauco
1926,18,10,48,86,79,prefiero no decirlo,Lota
1927,21,18,90,57,42,femenino,San Pedro
1928,24,14,25,78,99,femenino,Arauco
1929,18,37,3,74,67,masculino,Lota
1930,24,10,96,56,28,femenino,Tomé
1931,18,10,41,48,51,masculino,Arauco
1932,18,22,9,46,25,masculino,Coronel
1933,19,10,100,50,69,femenino,Tomé
1934,18,30,40,12,58,femenino,Tomé
1935,18,39,6,77,15,masculino,San Pedro
1936,21,23,63,30,78,femenino,Tomé
1937,24,29,70,48,77,masculino,Hualpén
1938,24,24,57,20,79,masculino,Tomé
1939,23,8,19,24,80,prefiero no decirlo,Concepción
1940,20,18,42,42,92,prefiero no decirlo,Tomé
1941,23,8,55,34,79,masculino,Penco
1942,25,16,60,92,45,femenino,Tomé
1943,22,6,17,48,97,masculino,San Pedro
1944,18,22,75,16,5,femenino,Concepción
1945,18,23,43,79,92,prefiero no decirlo,Lota
1946,22,17,47,41,3,prefiero no decirlo,Concepción
1947,18,15,2,79,30,femenino,San Pedro
1948,24,7,52,60,91,masculino,San Pedro
1949,18,29,55,34,2,femenino,Coronel
1950,19,13,34,56,63,prefiero no decirlo,Hualpén
1951,18,12,34,79,95,prefiero no decirlo,Coronel
1952,24,36,91,50,25,masculino,Hualpén
1953,21,33,16,94,2,prefiero no decirlo,Tomé
1954,22,31,41,78,26,femenino,Lota
1955,24,25,61,19,29,femenino,Tomé
1956,22,8,49,53,96,prefiero no decirlo,Arauco
1957,20,21,78,17,24,prefiero no decirlo,Arauco
1958,20,13,12,73,100,masculino,Arauco
1959,22,8,16,54,72,masculino,Lota
1960,24,5,90,30,23,masculino,Concepción
1961,22,36,56,43,64,masculino,Lota
1962,25,22,9,54,26,femenino,Lota
1963,22,23,36,81,48,femenino,Coronel
1964,21,23,6,86,13,masculino,Lota
1965,21,20,87,15,61,femenino,San Pedro
1966,21,37,16,16,79,masculino,San Pedro
1967,23,7,26,91,22,masculino,Lota
1968,24,22,80,31,31,prefiero no decirlo,Concepción
1969,18,27,89,100,32,femenino,San Pedro
1970,18,8,52,100,67,masculino,San Pedro
1971,21,30,72,85,40,femenino,Arauco
1972,21,22,99,82,52,prefiero no decirlo,Lota
1973,22,30,84,57,85,prefiero no decirlo,Tomé
1974,18,23,66,33,9,prefiero no decirlo,Arauco
1975,25,24,76,16,45,prefiero no decirlo,Lota
1976,23,14,47,2,35,femenino,Lota
1977,22,24,23,2,47,prefiero no decirlo,Arauco
1978,22,5,81,97,62,femenino,Lota
1979,22,29,70,1,88,femenino,Hualpén
1980,22,30,44,67,12,masculino,Hualpén
1981,22,13,12,50,74,prefiero no decirlo,Coronel
1982,25,24,20,46,72,femenino,Arauco
1983,23,28,36,61,73,femenino,Arauco
1984,22,20,65,16,1,prefiero no decirlo,Tomé
1985,21,28,16,12,80,prefiero no decirlo,San Pedro
1986,23,16,95,29,73,prefiero no decirlo,Coronel
1987,19,14,11,82,100,masculino,Concepción
1988,25,25,27,32,92,masculino,Coronel
1989,22,9,11,14,9,prefiero no decirlo,Arauco
1990,19,11,58,26,93,masculino,Penco
1991,25,9,7,10,15,masculino,Penco
1992,23,28,84,31,81,femenino,Hualpén
1993,20,14,16,67,55,femenino,Tomé
1994,25,14,31,30,55,masculino,San Pedro
1995,19,10,63,88,74,masculino,Concepción
1996,21,33,91,36,26,prefiero no decirlo,Concepción
1997,22,7,14,32,36,femenino,Hualpén
1998,25,19,96,12,80,prefiero no decirlo,Arauco
1999,25,19,32,4,9,femenino,Coronel
2000,21,11,70,22,14,prefiero no decirlo,Tomé
2001,20,36,73,23,29,femenino,Penco
2002,22,39,31,25,45,femenino,Coronel
2003,20,9,91,89,85,prefiero no decirlo,Arauco
2004,19,6,65,95,41,femenino,Tomé
2005,23,18,62,22,92,prefiero no decirlo,Tomé
2006,21,30,27,56,92,femenino,Tomé
2007,18,13,69,27,84,masculino,Tomé
2008,23,13,47,76,38,prefiero no decirlo,Tomé
2009,22,30,32,38,82,prefiero no decirlo,Concepción
2010,20,18,91,73,43,prefiero no decirlo,Tomé
2011,25,19,20,69,52,masculino,Penco
2012,20,26,30,77,96,masculino,San Pedro
2013,25,22,82,66,21,prefiero no decirlo,Coronel
2014,24,7,66,78,10,masculino,Arauco
2015,25,5,6,78,60,femenino,Coronel
2016,24,17,29,52,5,prefiero no decirlo,Coronel
2017,18,10,88,58,53,prefiero no decirlo,Lota
2018,24,18,2,44,98,masculino,Coronel
2019,19,37,26,14,51,masculino,Lota
2020,22,21,95,47,13,masculino,San Pedro
2021,20,31,34,57,11,masculino,Tomé
2022,23,30,9,87,26,femenino,Tomé
2023,22,6,76,27,25,femenino,Hualpén
2024,21,19,74,41,52,masculino,Arauco
2025,19,16,68,51,45,masculino,Coronel
2026,24,19,81,79,89,femenino,San Pedro
2027,20,37,50,93,57,masculino,Lota
2028,24,23,1,30,46,prefiero no decirlo,San Pedro
2029,18,23,27,81,66,masculino,Coronel
2030,24,20,65,93,40,prefiero no decirlo,Hualpén
2031,25,30,13,8,60,femenino,Penco
2032,18,34,68,21,22,prefiero no decirlo,Arauco
2033,23,21,85,92,61,masculino,San Pedro
2034,24,10,89,87,68,masculino,Coronel
2035,23,21,55,77,71,masculino,San Pedro
2036,25,24,30,28,67,masculino,Hualpén
2037,18,8,38,72,79,femenino,Tomé
2038,18,22,10,19,65,femenino,Coronel
2039,20,39,12,86,32,femenino,Coronel
2040,21,18,3,88,45,masculino,Coronel
2041,19,22,66,22,39,femenino,Tomé
2042,22,24,41,5,55,femenino,Penco
2043,20,10,72,51,26,masculino,Coronel
2044,25,30,90,61,100,masculino,Coronel
2045,20,34,66,43,45,prefiero no decirlo,Concepción
2046,19,33,69,88,75,femenino,Arauco
2047,24,31,52,33,70,prefiero no decirlo,Tomé
2048,19,14,69,19,2,masculino,Penco
2049,20,8,20,64,93,prefiero no decirlo,Coronel
2050,24,28,63,26,34,femenino,Hualpén
2051,25,17,99,19,57,femenino,Concepción
2052,19,21,20,24,72,femenino,Penco
2053,22,19,6,26,75,femenino,Arauco
2054,20,23,92,4,30,prefiero no decirlo,Penco
2055,18,36,92,75,11,prefiero no decirlo,Tomé
2056,24,8,59,24,31,masculino,Arauco
2057,24,11,28,83,12,masculino,Concepción
2058,18,18,20,68,46,prefiero no decirlo,Coronel
2059,25,27,55,77,90,masculino,Arauco
2060,24,30,2,26,11,masculino,Arauco
2061,21,17,16,34,51,masculino,Penco
2062,19,29,50,24,99,masculino,San Pedro
2063,20,6,45,64,43,femenino,Coronel
2064,20,39,50,20,43,masculino,Tomé
2065,20,13,37,71,58,prefiero no decirlo,Concepción
2066,23,16,55,27,53,femenino,Coronel
2067,22,39,23,66,85,masculino,Hualpén
2068,24,27,37,74,18,femenino,Concepción
2069,20,6,53,14,8,masculino,Arauco
2070,25,18,12,44,26,masculino,Lota
2071,22,22,16,93,90,masculino,San Pedro
2072,25,5,96,34,45,masculino,Arauco
2073,24,26,87,36,66,masculino,San Pedro
2074,19,15,49,47,93,femenino,Lota
2075,19,34,36,68,45,prefiero no decirlo,Lota
2076,19,20,91,30,14,prefiero no decirlo,San Pedro
2077,18,16,17,73,99,prefiero no decirlo,Lota
2078,21,27,93,27,91,femenino,Arauco
2079,22,8,53,2,27,prefiero no decirlo,Coronel
2080,21,20,64,22,1,prefiero no decirlo,Coronel
2081,23,29,80,35,6,prefiero no decirlo,Arauco
2082,19,6,67,63,28,masculino,Arauco
2083,23,24,65,93,64,masculino,Hualpén
2084,24,39,53,43,12,masculino,Tomé
2085,19,33,3,31,68,masculino,San Pedro
2086,18,25,92,12,52,masculino,San Pedro
2087,19,8,5,99,25,femenino,Lota
2088,18,22,49,42,68,femenino,Lota
2089,20,11,95,4,27,masculino,Tomé
2090,20,19,100,10,47,masculino,Lota
2091,25,8,65,45,48,femenino,Concepción
2092,22,33,46,5,60,femenino,San Pedro
2093,22,13,91,16,55,masculino,Tomé
2094,22,38,14,33,90,prefiero no decirlo,Concepción
2095,25,25,68,90,20,femenino,Tomé
2096,21,15,81,91,5,prefiero no decirlo,Tomé
2097,19,37,17,1,66,femenino,San Pedro
2098,18,7,63,10,91,femenino,Arauco
2099,18,10,42,13,1,prefiero no decirlo,Penco
2100,19,37,77,20,1,prefiero no decirlo,San Pedro
2101,25,29,46,7,83,prefiero no decirlo,Lota
2102,23,30,16,40,51,femenino,Tomé
2103,21,10,71,32,20,femenino,Arauco
2104,18,37,63,47,34,femenino,Arauco
2105,22,37,12,67,23,femenino,Tomé
2106,18,14,83,68,56,prefiero no decirlo,Hualpén
2107,19,9,40,35,73,prefiero no decirlo,San Pedro
2108,24,18,88,12,10,prefiero no decirlo,Tomé
2109,25,23,84,58,21,masculino,Penco
2110,21,28,77,72,50,prefiero no decirlo,Arauco
2111,18,30,84,81,65,femenino,Arauco
2112,18,38,35,77,49,femenino,Hualpén
2113,18,9,42,62,68,femenino,Lota
2114,21,15,65,50,94,masculino,Concepción
2115,20,13,64,65,68,prefiero no decirlo,Coronel
2116,24,36,37,18,59,prefiero no decirlo,Coronel
2117,22,13,27,10,100,femenino,Lota
2118,21,14,85,58,23,femenino,Hualpén
2119,19,10,48,69,80,masculino,San Pedro
2120,19,13,2,47,73,femenino,Penco
2121,23,8,57,29,79,femenino,San Pedro
2122,25,34,24,82,57,femenino,Arauco
2123,23,6,29,99,69,prefiero no decirlo,San Pedro
2124,19,14,85,7,80,femenino,Penco
2125,19,21,4,26,64,masculino,San Pedro
2126,25,17,99,30,20,masculino,Tomé
2127,19,25,44,32,46,masculino,Arauco
2128,22,16,8,38,95,masculino,Arauco
2129,18,25,42,10,28,femenino,Concepción
2130,23,5,87,36,86,femenino,Coronel
2131,21,16,59,95,69,femenino,Arauco
2132,25,5,11,39,99,masculino,Concepción
2133,25,12,42,13,7,prefiero no decirlo,Tomé
2134,19,32,20,17,36,masculino,Hualpén
2135,19,36,42,86,51,prefiero no decirlo,Tomé
2136,25,9,54,85,83,prefiero no decirlo,Concepción
2137,22,31,60,92,6,masculino,Tomé
2138,20,14,73,11,22,prefiero no decirlo,Tomé
2139,25,34,2,69,21,femenino,Arauco
2140,25,35,61,96,77,prefiero no decirlo,San Pedro
2141,21,8,10,77,87,prefiero no decirlo,San Pedro
2142,25,8,76,69,57,prefiero no decirlo,Arauco
2143,20,31,83,78,13,femenino,Hualpén
2144,23,10,68,86,50,prefiero no decirlo,Lota
2145,25,37,91,17,100,masculino,Coronel
2146,18,15,58,89,55,femenino,Tomé
2147,20,13,68,92,38,femenino,Hualpén
2148,25,18,72,95,96,femenino,Concepción
2149,25,20,36,9,92,masculino,Concepción
2150,20,11,54,93,71,prefiero no decirlo,Hualpén
2151,23,32,1,31,53,prefiero no decirlo,Concepción
2152,22,33,38,67,3,femenino,Arauco
2153,18,11,90,17,78,prefiero no decirlo,Hualpén
2154,19,37,20,45,47,masculino,Hualpén
2155,24,35,39,79,98,masculino,Hualpén
2156,20,26,52,48,99,masculino,San Pedro
2157,24,34,88,33,2,masculino,Arauco
2158,22,19,39,43,69,masculino,Hualpén
2159,25,36,80,18,84,femenino,Penco
2160,19,20,53,35,49,femenino,Tomé
2161,22,19,51,14,99,prefiero no decirlo,Penco
2162,21,12,39,61,19,prefiero no decirlo,Coronel
2163,25,9,10,9,79,masculino,Arauco
2164,25,16,90,15,84,masculino,Coronel
2165,18,11,50,71,14,prefiero no decirlo,Coronel
2166,18,23,59,92,73,masculino,Arauco
2167,23,33,60,19,26,masculino,Penco
2168,21,13,14,45,1,prefiero no decirlo,Hualpén
2169,23,30,43,45,35,prefiero no decirlo,Arauco
2170,25,27,31,17,56,prefiero no decirlo,Concepción
2171,20,35,94,49,77,prefiero no decirlo,Hualpén
2172,20,10,68,23,24,prefiero no decirlo,Hualpén
2173,20,11,58,43,40,masculino,Penco
2174,22,25,63,42,25,femenino,Lota
2175,20,33,75,92,22,masculino,Tomé
2176,25,33,38,14,94,femenino,Lota
2177,20,11,77,88,65,prefiero no decirlo,Concepción
2178,24,24,88,31,88,masculino,Tomé
2179,25,5,40,15,91,femenino,Concepción
2180,21,12,57,39,97,femenino,Penco
2181,20,37,92,17,95,femenino,Penco
2182,25,17,38,98,63,masculino,Coronel
2183,21,34,78,72,48,masculino,Tomé
2184,20,27,13,72,81,femenino,Concepción
2185,23,5,92,82,37,femenino,Coronel
2186,24,26,84,46,93,prefiero no decirlo,Penco
2187,18,31,43,16,89,femenino,Concepción
2188,20,19,86,56,35,masculino,Tomé
2189,20,19,96,81,30,prefiero no decirlo,Arauco
2190,24,39,13,22,93,prefiero no decirlo,Tomé
2191,20,23,51,80,2,prefiero no decirlo,Concepción
2192,20,26,43,84,68,masculino,Lota
2193,20,30,54,60,94,prefiero no decirlo,Lota
2194,25,20,89,61,49,masculino,Hualpén
2195,21,12,68,5,84,femenino,Tomé
2196,22,25,7,61,87,femenino,Tomé
2197,24,27,65,81,71,femenino,Penco
2198,20,8,83,80,33,prefiero no decirlo,Arauco
2199,21,21,41,74,81,femenino,Arauco
2200,24,37,2,75,3,femenino,Lota
2201,22,19,73,14,42,prefiero no decirlo,Concepción
2202,25,17,40,40,24,prefiero no decirlo,Concepción
2203,20,38,70,9,12,femenino,Lota
2204,24,32,57,10,16,masculino,San Pedro
2205,21,33,75,8,35,femenino,Arauco
2206,24,5,79,66,27,masculino,San Pedro
2207,25,8,19,57,84,femenino,Concepción
2208,21,11,53,35,91,femenino,San Pedro
2209,20,10,54,56,79,prefiero no decirlo,Penco
2210,24,6,64,60,19,prefiero no decirlo,Lota
2211,22,18,79,97,33,masculino,Coronel
2212,21,17,17,66,51,prefiero no decirlo,Penco
2213,21,12,72,37,57,femenino,Hualpén
2214,20,24,100,59,65,femenino,Coronel
2215,23,26,98,22,5,prefiero no decirlo,Hualpén
2216,18,19,48,56,82,masculino,Coronel
2217,19,27,18,66,63,prefiero no decirlo,Penco
2218,19,7,76,54,73,prefiero no decirlo,Arauco
2219,21,18,82,87,20,prefiero no decirlo,San Pedro
2220,20,35,60,67,47,masculino,San Pedro
2221,21,10,3,32,27,femenino,Concepción
2222,18,10,29,66,99,masculino,Coronel
2223,23,21,26,74,6,prefiero no decirlo,Arauco
2224,19,6,30,57,54,femenino,Concepción
2225,24,16,80,63,21,masculino,Lota
2226,24,17,91,76,89,prefiero no decirlo,Lota
2227,20,25,20,26,25,femenino,Concepción
2228,21,29,39,58,81,masculino,Coronel
2229,18,36,55,68,9,masculino,Arauco
2230,23,8,96,96,30,prefiero no decirlo,Tomé
2231,22,15,43,27,95,masculino,Hualpén
2232,19,23,55,34,43,prefiero no decirlo,Tomé
2233,20,8,87,83,49,prefiero no decirlo,Concepción
2234,23,26,55,2,39,femenino,Arauco
2235,21,8,100,87,4,masculino,San Pedro
2236,18,34,35,8,34,masculino,Penco
2237,22,6,100,40,99,femenino,Hualpén
2238,25,17,54,89,98,prefiero no decirlo,Hualpén
2239,18,34,12,21,82,prefiero no decirlo,Lota
2240,21,6,24,25,60,prefiero no decirlo,Arauco
2241,20,21,51,88,87,prefiero no decirlo,Hualpén
2242,22,21,93,77,5,femenino,Coronel
2243,18,31,28,65,55,prefiero no decirlo,Penco
2244,22,27,29,34,1,masculino,Coronel
2245,23,28,74,45,57,femenino,Coronel
2246,20,24,82,12,20,femenino,Concepción
2247,25,7,49,44,70,prefiero no decirlo,Coronel
2248,24,17,21,86,13,prefiero no decirlo,Coronel
2249,19,11,3,22,82,femenino,Hualpén
2250,23,28,42,87,31,masculino,Tomé
2251,25,18,94,23,31,femenino,Concepción
2252,22,13,16,86,27,prefiero no decirlo,San Pedro
2253,22,32,89,56,52,masculino,Hualpén
2254,18,7,94,85,77,femenino,San Pedro
2255,20,24,6,3,39,femenino,San Pedro
2256,23,20,21,55,59,prefiero no decirlo,Lota
2257,25,5,78,17,57,femenino,Tomé
2258,25,12,51,57,62,masculino,Lota
2259,19,22,46,14,56,femenino,San Pedro
2260,19,14,85,100,55,prefiero no decirlo,Hualpén
2261,24,33,61,30,29,femenino,Hualpén
2262,19,9,49,72,97,masculino,Hualpén
2263,20,20,26,34,99,masculino,Coronel
2264,20,29,61,11,13,femenino,Lota
2265,18,33,29,78,53,masculino,Concepción
2266,24,13,26,20,72,femenino,Arauco
2267,20,7,1,79,29,femenino,Hualpén
2268,18,9,12,59,42,masculino,Coronel
2269,22,8,90,94,57,masculino,Arauco
2270,22,9,65,79,59,masculino,Coronel
2271,18,38,95,56,38,prefiero no decirlo,Coronel
2272,19,22,80,17,30,femenino,Hualpén
2273,19,18,61,49,61,prefiero no decirlo,Lota
2274,19,34,20,98,65,femenino,Arauco
2275,18,20,100,94,76,femenino,Tomé
2276,24,32,56,68,69,femenino,Hualpén
2277,22,34,16,92,93,prefiero no decirlo,Hualpén
2278,21,7,24,22,81,femenino,Penco
2279,20,34,98,30,57,masculino,Penco
2280,25,32,56,47,30,masculino,Hualpén
2281,21,25,66,34,71,femenino,Penco
2282,23,10,43,22,49,prefiero no decirlo,Concepción
2283,25,11,25,69,43,femenino,Hualpén
2284,20,10,51,30,59,prefiero no decirlo,Concepción
2285,18,30,78,42,54,prefiero no decirlo,San Pedro
2286,21,25,52,79,68,prefiero no decirlo,Lota
2287,24,34,39,70,52,femenino,Hualpén
2288,22,10,38,33,80,femenino,Penco
2289,20,29,49,63,47,prefiero no decirlo,Hualpén
2290,22,34,74,86,62,femenino,Lota
2291,22,26,32,98,94,masculino,Arauco
2292,20,11,28,25,56,masculino,Hualpén
2293,19,23,32,4,63,prefiero no decirlo,Hualpén
2294,25,39,36,4,92,prefiero no decirlo,Concepción
2295,20,35,39,82,40,prefiero no decirlo,Arauco
2296,21,30,8,69,47,masculino,Coronel
2297,25,7,60,31,7,masculino,Penco
2298,19,21,36,17,48,femenino,Concepción
2299,25,17,78,85,17,masculino,San Pedro
2300,20,16,80,50,15,prefiero no decirlo,Concepción
2301,24,34,44,32,89,femenino,Coronel
2302,20,38,5,60,4,prefiero no decirlo,Lota
2303,19,35,28,70,4,masculino,Concepción
2304,18,22,100,28,65,femenino,Tomé
2305,21,5,57,68,66,femenino,Coronel
2306,24,27,55,77,24,masculino,San Pedro
2307,19,18,4,29,88,prefiero no decirlo,Tomé
2308,20,7,7,18,95,femenino,San Pedro
2309,18,30,31,58,89,femenino,San Pedro
2310,23,15,19,13,98,femenino,Penco
2311,20,34,97,9,15,prefiero no decirlo,Hualpén
2312,25,38,66,29,20,prefiero no decirlo,Lota
2313,23,11,82,21,16,prefiero no decirlo,San Pedro
2314,23,26,65,99,45,femenino,Coronel
2315,22,38,96,51,50,masculino,Hualpén
2316,22,38,37,21,81,femenino,Coronel
2317,20,17,93,14,61,femenino,Hualpén
2318,24,11,68,32,78,masculino,Hualpén
2319,25,30,73,67,15,femenino,Tomé
2320,19,13,54,19,76,prefiero no decirlo,Coronel
2321,19,27,56,19,33,femenino,Tomé
2322,23,20,55,71,27,femenino,Arauco
2323,19,9,35,65,48,femenino,Coronel
2324,23,6,82,10,25,femenino,Lota
2325,21,16,77,84,75,prefiero no decirlo,Concepción
2326,21,15,80,75,99,prefiero no decirlo,Coronel
2327,22,35,15,36,100,masculino,Hualpén
2328,24,35,58,46,16,prefiero no decirlo,Arauco
2329,24,11,94,10,66,prefiero no decirlo,Hualpén
2330,23,19,31,27,85,prefiero no decirlo,San Pedro
2331,19,9,85,42,11,prefiero no decirlo,Concepción
2332,20,38,57,9,33,prefiero no decirlo,Tomé
2333,24,29,74,55,31,masculino,Penco
2334,23,13,68,28,70,femenino,Tomé
2335,20,6,27,88,48,prefiero no decirlo,San Pedro
2336,25,24,81,70,18,masculino,Concepción
2337,19,31,89,77,68,masculino,Tomé
2338,22,6,59,57,87,prefiero no decirlo,San Pedro
2339,18,7,8,69,24,prefiero no decirlo,Concepción
2340,23,24,84,7,49,femenino,Arauco
2341,23,28,48,8,98,prefiero no decirlo,Arauco
2342,24,39,7,87,63,prefiero no decirlo,Lota
2343,18,16,63,23,27,prefiero no decirlo,Hualpén
2344,19,35,87,27,18,femenino,Hualpén
2345,23,35,27,31,48,masculino,Hualpén
2346,18,34,76,61,17,masculino,San Pedro
2347,22,32,20,73,6,femenino,Concepción
2348,22,14,79,84,68,femenino,Tomé
2349,19,35,58,38,52,prefiero no decirlo,Concepción
2350,25,33,20,100,4,masculino,Arauco
2351,18,16,32,11,31,prefiero no decirlo,Arauco
2352,22,22,45,93,11,femenino,Coronel
2353,18,9,17,80,91,prefiero no decirlo,Penco
2354,22,26,7,85,34,prefiero no decirlo,Penco
2355,21,36,41,50,37,masculino,Tomé
2356,22,5,84,36,12,masculino,Hualpén
2357,19,28,76,57,26,femenino,Concepción
2358,22,11,7,44,76,femenino,Concepción
2359,25,37,19,18,53,femenino,Coronel
2360,20,37,53,18,78,masculino,Lota
2361,20,25,79,60,64,prefiero no decirlo,Coronel
2362,23,13,55,92,7,masculino,Arauco
2363,19,19,27,91,6,masculino,Coronel
2364,25,29,9,81,2,prefiero no decirlo,Tomé
2365,21,11,71,68,39,prefiero no decirlo,Coronel
2366,20,29,50,59,33,masculino,San Pedro
2367,19,14,32,25,19,prefiero no decirlo,Concepción
2368,20,34,54,25,39,prefiero no decirlo,Arauco
2369,22,36,8,92,85,prefiero no decirlo,Penco
2370,21,6,19,55,78,prefiero no decirlo,Arauco
2371,22,12,73,45,95,masculino,Penco
2372,21,20,59,44,22,masculino,Hualpén
